排名,公司简称,公司全称,城市,行业,行业排名,轮次,最近融资,累计融资额,投资方,简介
195,博依特,广州博依特智能信息科技有限公司,2,15,6,A轮,2019,20000000,中科招商，中科科创,博依特是一家工业大数据挖掘服务提供商，基于物联网、云计算和大数据技术，为企业及用户提供企业能源管理中心、企业制造执行系统、预防性维护资产管理系统等产品，以及节能潜力诊断、能源托管、设备状态及故障诊断、设备运维托管、数据应用等服务。
253,DataStory,广州数说故事信息科技有限公司,2,15,7,B轮,2017,5000000,益普索，粤科金融集团，久呱呱，艾瑞资本,广州数说故事信息科技有限公司是一家大数据服务提供商，长期致力于海量互联网数据的深耕与商业价值的挖掘。旗下产品有数说聚合、数说海纳、数说画像、数说立方和数说雷达。
364,船长BI,深圳船奇科技有限公司,1,15,8,天使轮,2018,7000000,同创伟业,船长BI是一家数据分析与商业智能SaaS系统提供商，旗下“CaptainBI”系统可帮助跨境电商公司精细化运营、团队协作和高效决策的需求，为用户提供精准的经营数据分析、合理的广告投放策略、有效的客户关系管理等服务。
436,苏赛特,深圳苏赛特商业数据有限公司,1,15,9,A轮,2018,30000000,福田投资，深创投,苏赛特是一家商业数据研究服务提供商，基于快速消费品的渠道、消费群体、企业三个切入点，从多角度向企业提供产品商业数据，为企业的决策系统、市场系统、销售系统提供数据分析，主营业务包括零售终端渠道的商业数据采集、分析和应用服务等。
439,香港大数据交易所,香港大數據交易所有限公司,4,15,10,A轮,2019,30000000,未披露,香港大数据交易所成立于2014年，是一个聚集大数据采集、大数据服务（分析及价值发掘）、大数据交易、大数据投融资等大数据业务的全产业链平台。香港大数据交易所以大数据融资（IDO Initial Data Offering）、大数据服务（DaaS Data-as-a-Service）、大数据交易（BDE Big Data Exchange）为三大核心业务模块；采用物联网、3、区块链、Fintech等技术，在大数据的采集及其激励、价值分析及应用发掘、交易及确权（数据使用权和拥有权）、大数据投融资、数据脱敏、分布式数据存储与算力共享、云计算及存储设备共享等业务领域为大数据产业提供全产业链的技术支持和商业服务。香港大数据交易所通过采用区块链分布式存储、Hash加密算法、Merkle和时间戳等技术的组合，在实现大数据交易的同时保证数据信息的产权归属、安全和隐私，并确保数据拥有方的合法权益。借助区块链底层技术，实现数据的拥有权和使用权的分离，保证数据使用权的购买者不可也无法再次售卖数据获益，数据所有权的拥有者可对数据的所有权进行转让或仅出售数据的使用权；从源头防止数据的盗卖和盗用。 香港大数据交易所已与中科院云计算中心、山东大数据局、新加坡SNAP科技有限公司、联合技术实验室、香港理工大学、新加坡南洋理工大学、光明食品香港有限公司、湖南地理信息产业园、深圳超算科技有限公司、美言达等国际知名机构、学府及科技企业达成战略合作，在大数据的应用与研究、大数据产业落地、大数据交易、大数据产业投融资、数字经济等相关领域有着深度的业务往来和学术研讨。
492,全天智能,深圳前海全天智能资讯有限公司,1,15,11,Pre-A轮,2018,10000000,天津仁爱集团，仁爱资本,深圳前海全天智能是一家实时大数据可视化解决方案集成商，结合3与物联网技术顾问公司。专注于企业大数据可视化、企业大数据平台建设。聚焦“大数据商业智能分析+实时数据可视化+3”技术，为企业提供自助式实时大数据分析工具、大数据实时可视化解决方案、企业大数据可视化咨询等服务。全天智能服务于全球大数据客户，覆盖物流、零售、金融、教育、汽车和旅游等行业，为企业挖掘数据潜在价值，并加以应用实现企业效益最大化。
91,爽提商家,深圳快品信息技术有限公司,1,16,1,A轮,2019,159000000,朗科投资，深圳凯盈吉成投资管理有限公司，凯盈资本,爽提是一家外卖末端交付设备研发商，旗下拥有为外卖末端交付场景自主开发的“爽提外卖自提柜”和“爽提开放平台”，并为用户提供校园餐饮、楼宇餐饮解决方案，致力于帮助外卖运营公司提升末端配送效率、降低配送成本。
133,好色派沙拉,深圳前海赛克西沙拉网络科技有限公司,1,16,2,B轮,2017,105000000,3W，弘毅投资，华业天成，东方弘道(弘合基金)，深圳市鼎禾盛饮食管理服务有限公司，Wonderful Dawn Holdings Limited（奇昕控股有限公司），华诺创投，联想控股——弘毅投资旗下的香港上市公司百福控股（01488.HK），东方富海，弘合基金，上海丰瑞投资，FreeS，IDG，东方弘道，峰瑞资本，百福控股，IDG资本,好色派沙拉通过微信、社区推广产品，主打增肌减脂主食沙拉，与运动想结合，采用有赞微商城系统。该系统免费且为平台提供电商解决方案、营销应用及活动插件，包括多客服系统、商品管理、订单管理配送、数据管理等，结算系统可直接绑定银行卡或微信账户。
135,餐道,广州餐道信息科技有限公司,2,16,3,A轮,2019,300000000,海阔天空创投，香港创新及科技基金，魔量资本，基汇资本,餐道信息科技是一家餐饮系统服务商，致力为各类餐饮企业提供餐饮管理系统、外卖系统、外卖代运营、呼叫中心服务、配送管理及数据分析等餐饮O2O一体化解决方案。
142,纯简网络,广州纯简网络科技有限公司,2,16,4,Pre-A轮,2017,20000000,厚实资本，顺为资本,一、公司介绍 果然优是广州纯简网络科技有限公司旗下水果全产业链B2B电商平台，专注进口水果及国产高端水果供应链，2015年3月成立于广州，立足珠三角地区，辐射全国，前后分别获得顺为资本、厚实资本的两轮融资。 依托互联网技术深度重塑水果全产业链的经营效率，为下游商家提升采购决策效率、物流配送效率、资金周转效率、终端营销效率等；为上游水果进口商或种植基地提升销售效率、货品流通效率及种植决策效率等；致力于成为中国水果产业互联网的领军企业。 2017年全年的总营收较2016年同比增长185%，其中进口水果占比75%，截止2018年5月，Sku达36个品类的2500个sku单品，配送范围已覆盖全国25个省126个城市，其中湖南、广东、江西、广西、福建、湖北、河南、四川、重庆9个省市占总营收97%，合作商家过13000+家。 2018年3月，上海分公司成立。 二、品牌愿景 果然然优致力于以互联网技术深度整合水果产业链，为水果零售商提供“一站式”的水果供应解决方案，打造中国优质水果供应平台。 三、公司优势 1.从原产地和江南批发市场优质供应商中直接拿货，为商家提供第一手优质货源。 2.在江南批发市场拥有千平仓储物流配送中心，自建物流团队，全程冷链配送，每日为商家闪电送货，全力保鲜。 3. 采购、质检、配送、仓储等各个环节均由相关资深团队严格把关，水果品质品相得到最大保障。 4. 平台剔除中间环节及进行大批量采购，优质鲜果以直销价供应。 5. 果然优团队聚集了来自互联网及传统行业的业界精英，从线上到线下，都能为商家提供最专业、最用心的服务。 四、公司成就 果然优与每日优鲜、快看漫画、摩拜单车、优信二手车等100家企业入选创业邦中国创新成长企业100强榜单，成为2017年度“最具成长潜力的创业公司”；2018年3月，由中国电子商务协会B2B行业分会及托比网联合主办的中国首届“B2B明日之星”争霸赛在北京落下帷幕，果然优以全场最高得分获得中国首届“B2B明日之星”争霸赛的行业冠军。 五、薪酬福利 （1）购买六险、雇主医疗险； （2）享受国家法定节假日、带薪年假、生日礼物、下午糖水； （3）完善的调薪晋升机制，并提供个人培训学习机会(内部培训、外部培训) ； （4）月度生日会、拓展旅游、部门活动、新春年会等； （5）设有休息室、运动器材免费提供。
146,堕落虾,深圳市洪堡智慧餐饮科技有限公司,1,16,5,B轮,2019,13000000,任E行，天图资本，极客天使，帕拉丁资产管理，天图投资,堕落虾是一个小龙虾连锁品牌，研发出一种无厨师，开袋即上的智慧菜品；研发系列匹配设备，使得操作更加标准化；研发匹配智慧IT，软硬件结合，提高技术门槛。
270,吃个汤,深圳市等候科技有限公司,1,16,6,B轮,2017,60000000,挚金资本，凯信资本，蜂巢资本，五岳资本，泰鲸投资，以正资本，挚银创新投资，华友生活,吃个汤是一个外卖汤品连锁品牌，主要食材采用产地直供的方式，并建立中央厨房和生态养殖场，所有汤品都使用原只椰子装着熬制，汤品在中央厨房制作完成后，再采用全程热链运输到各个线下门店，目前吃个汤一共有6个SKU，另外还配备了研发汤品的“汤师傅”团队进行产品研发。
347,好伙计,深圳市好伙计科技有限公司,1,16,7,A轮,2017,30000000,洪泰基金Aplus，华鹏飞，中农网股份,好伙计成立于2016年12月15日，是为餐饮门店提供标准食材的智能采配平台。依托多年积累的行业资源和上下游供应链资源整合能力优势，利用“互联网+大数据”技术，打造了集数据、技术、采购、仓储、物流、配送于一体的智能化供应链服务体系，主要帮助餐饮门店实现采购与配送体系的价值最大化。
376,Luckyb友族,深圳市友族科技有限公司,1,16,8,Pre-A轮,2018,30000000,中金汇财，本翼资本，杭州君孜投资管理合伙企业（有限合伙）,Luckyb友族是一家自助售货机运营商，专注于自动售货机软硬件整合与市场运营，产品涵盖单体饮料机、饮料食品综合一体机、无人冰柜、无人咖啡机等机型，同时提供在线购买线下取货的O2O零售、自动结算、快递存取件、广告等服务。
399,gaga鲜语,深圳市鲜语餐饮管理有限公司,1,16,9,A轮,2018,180000000,君联资本，安超投资,gaga鲜语社交型轻餐饮品牌，首创“鲜果茶+轻食+社交空间”的商业模式，致力于打造全时段精品轻食空间，成为都市创造力阶层和时髦人士的首选聚集地。新派茶饮开创者2010年以西班牙Sangria为灵感最早研发出“鲜果茶”和新式茶饮系列优质社交空间联手国际一流设计大师共同打造不同的优质共享用餐空间多元化品牌发展现拥有22家主打全时段精品轻食空间的“gaga鲜语”；1家融合casualdining与lounge的高端漂流主厨餐厅“gagachef”；2家美国国民小吃安缇安蝴蝶饼gagaTea、gagaGarden、gagaX……查看全部
401,一米云站,深圳市一米云站科技有限公司,1,16,10,A轮,2018,40000000,芳晟股权投资基金，栋云投资，深圳市南华汇宏投资，深圳汇龙控股，深圳市良特投资,深圳市一米云站科技有限公司是专注于将西式食品工业科技应用于中餐标准化改进的现代化餐饮管理企业。公司核心团队具备近二十年餐饮供应链管理的行业积累，致力于顶尖的食品现代化研发及实现，采用线下实体店与线上互联网相结合的O&O模式，供应各种轻餐饮产品。 一米云站利用最新的移动互联网和物联网技术，依托多点分布模式、最接近消费者的美食智能餐柜和开放的食品研发平台，成为中餐美食新业态和校园个性化用餐开创者。保障食品安全、全程保温、便捷实惠，有效解决CBD商业写字楼、住宅小区、学校、医院、企事业食堂、交通枢纽、工业园区、景点等各类场所的就餐问题，打造全新概念的智慧移动餐厅。
464,途中美食,广州途中网络科技有限公司,2,16,11,天使轮,2018,3600000,广州同创资本，同创伟业，霍恩基金，同创基金,“途中美食”平台自2016年7月上线，主要通过自有网站以及主流出境旅游平台展开合作等渠道和方式开展业务，为中国游客境外游（含团体游和自由行）提供海外用餐服务。经过仅两年多的发展，目前平台业务已经覆盖亚洲（港澳台、东南亚、阿联酋等）、欧美（主要是法国、英国等）和澳新等多个国家和地区，覆盖目标餐厅6千多家，累计服务用户超过10万，产品累计浏览量超过500万次。
13,餐北斗供应链,深圳市餐北斗供应链管理有限公司,1,17,1,C轮,2019,90000000,顺丰控股，富泰来，展博创投，川商基金，毅德金融，顺丰投资，黑马基金，启创资本，蓝枫资本，深圳启创资本，天津开愚，川商创投，启创资本 QC Capital，58同城，险峰长青，绝味，上海璨备祷,餐北斗供应链是一家餐饮物流供应链服务提供商，创立“物流托管+SaaS”的运营模式，为餐饮上下游中小企业提供仓配一体、共仓共配、订单执行、融资监管等产品和服务体系，打造“餐饮物流数据+落地交付”为核心的物流价值体系。
37,快递100,深圳市金蝶友商电子商务服务有限公司,1,17,2,A轮,2017,30000000,国信弘盛，中亚资本，京东,快递100是是一个一站式快递查询服务平台，集智能快递查询、快递状态智能推送、快递网点查询、一键查找附近快递员等多项服务为一体，为用户提供快递信息服务，同时也为B2C等网络平台提供免费Open API接口及企业级的快递跟踪服务，近期还推出了快递100收件端、快递管家、快递100小程序和可以无电脑打印面单的云盒等新产品。
49,运个货,深圳非常牛物流科技有限公司,1,17,3,A轮,2019,60700000,启赋资本，真格基金，同创伟业,运个货是一个货物运输一站式服务平台，专注于“互联网+运输行业”领域，用户通过平台下单后，可以得到智能报价，并且支持多种货物运输方式，例如港到港、港到门等单拖车服务。
113,普拉托科技,深圳市普拉托科技有限公司,1,17,4,Pre-A轮,2019,60000000,联润东方股权投资，苏州晟创，蓝马资本，中集集团，联润东方投资，聚创中小企业研究院，蓝马四通，晟创投资,深圳市普拉托科技有限公司是一家集互联网软件开发运营，智能托盘硬件研发于一体的互联网科技公司。公司将O2O商业模式及共享经济模式进行创新，利用“托盘银行”的理念，与智能托盘相结合，解决广大工商贸易企业因托盘痛点而导致物流成本居高不下的实际问题。公司的创始团队有着较丰富的托盘行业实战经验和互联网金融产品设计经历，物联网架构以及线上线下运营的经验。 普拉托致力于实现和提供中国最优秀的托盘共享解决方案，协助企业和社会解决“僵尸托盘“和”一次性托盘“问题，推动带托运输，降低企业和社会物流总成本，配合国家实施物流装备标准化战略，节约社会资源，保护自然环境。
168,一智通,广州一智通供应链管理有限公司,2,17,5,B轮,2018,120000000,景林投资，景林资产，清控银杏，千朋投资，易一天使，一线互联网公司领投，熊猫资本，元禾原点，星汉资本，樟树市千朋投资，深圳前海星汉投资管理合伙企业（有限合伙）,广东一智通供应链管理有限公司成立于2014年，是国内首家大票零担供应链服务平台。一智通采用众包的形式整合线下物流资源，构建众包物流干线网络、配送网络以及众包服务网络，以多终端的信息云平台完成货主、承运人、运力、服务商等多个参与方的协同管理。一智通为货主提供代运营服务（解决方案+IT系统+物流代管理）；为运力提供IT系统+管理标准+金融产品的运营支持；为服务网络提供信息系统+标准服务流程；为终端消费者提供良好的服务体验；一智通供应链管理有限公司致力于构建从货主到终端消费者的完整物流生态链。公司致力于模式创新、管理创新、技术创新，为多边合作提升服务价值，最大限度激发网络效应，用智慧整合多方资源的模式发展，让物流价值最大化，成为多方共赢，行业领先的大票零担供应链平台，最终推动物流行业发展。
173,加速度,广州修客信息科技有限公司,2,17,6,A轮,2018,68000000,傅盛，盈信资本，盈信集团，许洪波，李明智，紫牛基金，GES格乐思，张泉灵，北京创客空间，海汇投资，英诺天使基金，创大资本，戈壁创投,加速度手机快修成立于2015年7月，主营上门手机维修回收业务，两年多来持续高速增长，累计服务超百万用户，业务覆盖全国二十余座城市，营收超三千万，增长近百倍，累计荣获创大资本，紫牛基金，海汇资本，盈信资本多轮知名机构投资。预计2018年业绩增长6倍以上。
178,网点宝,深圳市快金数据技术服务有限公司,1,17,7,B轮,2018,33000000,志成资本，启赋资本，中银粤财股权投资，横琴澳通，前海粤财节能环保，智腾达，珠海横琴澳通投资有限公司，广东粤财节能环保创投，中银粤财，东方富海，粤财创投，深圳市龙邦顺货运代理有限公司，广东粤财投资,深圳市快金数据技术服务有限公司（简称“快金数据”），创立于2015年1月，是一家专注于物流快递行业的互联网服务平台，国家级高新技术企业。快金数据总部设立在美丽的南方海滨城市---深圳市福田保税区，目前在北京、上海已设立分公司。 快金数据通过连接各物流快递公司的系统，以及全国电商平台、ERP、仓储系统、清关公司、系统商、全国实体商户、批发市场、工厂、企业及个人，为其提供快递数据服务，为物流公司提供订单及货款金融服务。快金数据旗下拥有自营品牌：EDI、快递鸟、快递发发。 快金数据已获殊荣： 取得15个商标，21项软件著作权。 2016年度中国物流行业最具投资价值企业 中国物流行业成长之星 中国（广州）物流装备与技术展组委会---战略合作伙伴 快金数据文化 快金使命： 让发货更简单，让送货更赚钱！ 快金团队文化： 干、漂亮的干，干的漂亮！ 快金数据核心价值观： 正直诚信 不同而和 实用创新 承诺必达 缔造卓越 我们是这样的团队： 1、发展空间无限可能，薪资福利优厚，目前在职人员占1/2的小伙伴们拥有股票期权。 2、5天工作制，一切以成果为导向，各类带薪休假，享有办公用品置办费、团建费、节日福利、结婚产子红包、业余游戏设备等。 3、灵活多样的培训方式，轮岗学习、项目组交流等，注重员工个人职业生涯发展，提供多职业发展通道，管理类、营销类、技术研发类等。 4、各类拓展、聚餐、小游戏、旅游、球类俱乐部、欢乐年会等等，乐享温馨、友爱、愉悦的快金数据团队氛围。 5、和谐、人性化的办公环境，随时享用咖啡、茶、自助式图书馆。 6、帅哥多、萌妹子多、领导好、零食多多…… 快金数据目前正处于高速发展阶段，诚邀对这个行业有研究、有实力、有兴趣且志同道合的各类精英人才加盟！ 快金数据官网：http://www.kdniao.com/ http://www.kdfafa.com www.kdaqlm.com 简历投递邮箱：HR@kdniao.cn
243,卖家成长,深圳市前海必胜道网络科技有限公司,1,17,8,A轮,2018,46450000,丁香汇创投，浩方创投，大河创投，东方富海，英诺天使基金，创业邦天使基金，零一创投，果动，果动投资,卖家成长网为跨境卖家提供一站式供应链服务，产品矩阵为四个部分：1、 卖家成长：主打分享视频和跨境LIVE直播，为跨境卖家提供相关知识，解决what to do的问题。目前卖家成长业务覆盖用户超10万人，平均每个注册用户观看时长约3小时，其中付费课程占比 51.72%；2、 麦问：问答社区，连接对各种服务有需求的用户，分享着彼此的知识、经验和见解，为跨境卖家源源不断地提供多种多样的图文信息，解决how to do的问题；3、卖旺：跨境卖家在线服务商城，平均日消费额约30万元。海外公司注册、知识产权、税务合规、国际物流等核心服务由卖家成长网自营提供，还有一些碎片化服务，采取与第三方合作的方式来进行；4、卖家中心：依托自身平台的数据，提供用户画像分析、内容数据挖掘和营销跟踪等服务，为卖家提供货源选品、国际物流、知识培训、账号注册、海外税务、知识产权、流量推广、包装耗材、出口退税、金融服务等方面的智能推荐，提高卖家的效益、效率和体验。
269,联合利丰,深圳市联合利丰供应链管理有限公司,1,17,9,战略投资,2018,100000000,西藏智鸿投资，中银粤财，远旭投资，赛富投资基金，复兴投资基金，远洋资本，中跃联合投资，正轩投资,通过自主研发的“财务结算管理”等一系列创新财务工具，联合利丰为客户提供卓越的财务供应链解决方案，帮助客户迅速盘活资金，提高资金周转率并强化资金安全保障。联合利丰着力打造集信息集成技术、风险控制技术、物流整合技术为一体的第三方金融辅助平台，助力金融机构开展各项融资工作，搭建起中小企业和金融机构之间的桥梁，帮助两者达成双赢 2011年，联合利丰提出了“让生意变得更简单”的企业使命，坚持“诚信、创新、专业、共赢”的经营理念。通过创新的技术手段和经营模式，将服务深化、细化、差异化，最大程度的降低企业供应链管理的流程，迅速获得了客户认可。为更好的服务客户，联合利丰已在海外及国内多个城市建立了分支机构，搭建起覆盖全国、链接全球的供应链服务运作平台，业务领域涉及机械、能源、电子、通讯、医疗、安防、汽车等多个产业 公司现为深圳海关客户协调员企业，深圳海关AA类管理企业，具有深圳海关事后递单资格，具有良好的信誉。因公司在信息技术方面的创新和应用，公司被评为技术先进型服务企业。公司自成立来，专注服务、诚信经营、敢于创新、与时俱进，获得业界的广泛肯定，近年来获得广东省现代服务业10大最具影响企业、广东省现代服务业10大品牌、广东省企业500强、广东省服务业百强企业、深圳物流业十大领军企业、深圳物流业十大创新奖、广东省诚信示范企业、广东省优秀信用企业等多项荣誉称号。2012年起，公司在内部大力推行卓越绩效体系，并通过ISO9000以及ISO14000体系认证，大幅提升管理水平。
273,叭叭速配货主,深圳市龙游云技术有限公司,1,17,10,Pre-A轮,2016,160000000,国际知名投资公司，中科招商，中科乐创,叭叭速配是一个长途货车物流信息服务平台，通过大数据分析、LBS定位服务，为货车司机提供运输货源信息、为货主提供货车信息，并为用户提供手机APP、PC网站找货找车、车源与货源精准匹配服务。
361,智汇奇策,深圳市智汇奇策科技有限公司,1,17,11,A轮,2019,33000000,未披露,智汇奇策科技有限公司于2017年成立，专心研究物流系统化解决的落地技术，我们致力于通过工业工程技术、数据分析技术、算法技术、设计技术和仿真技术、系统化解决物流问题，实现自动化、智能化、系统化。让物流系统能自我学习、自我更正和自我决策。 公司现有员工主要来自：华为，顺丰，格力，腾讯，京东，沃尔玛，IBM等，技术带头人为名校博士学位。 公司目前已与多家世界知名企业合作：沃尔玛、DHL、华为、苏宁、天天快递、圆通速递、深国际-全程物流、深国际-飞驰物流、深国际-物流发展、寺库， 公司目前已经获得Pre-A轮数千万融资，即将进入A轮融资，融资金额预计5000万以上；
17,思坞,广州沐思信息科技有限公司,2,18,1,B轮,2017,79000000,SKG商城，九宇资本，得联基金，腾讯投资，分享投资,千聊于2016年3月正式上线，是微信生态里最早提出“付费知识”概念的平台。目前已获得腾讯投资部和腾讯双百计划的千万级人民币融资，其核心团队成员多来自于一线的互联网公司腾讯、阿里、唯品会、美柚等。千聊定义了在微信生态的学习模式，创造了移动时代碎片化学习与终身学习新场景。为超过2亿用户提供亲子、变美、职场、情感、生活、理财等20个细分领域的知识服务。查看全部
18,婚礼猫,广州喜淘信息科技有限公司,2,18,2,B轮,2018,110700000,桃李创投，天星资本，途牛，八方投资，天磊投资，东方富海，获国际顶级风投IDG资本投资，睿鼎资本，IDG资本,【公司简介】广州喜淘信息科技有限公司（婚礼猫）成立于2013年12月23日，创始人均来自中山大学及清华大学，里面有二次创业的牛人，有各领域的大神。目前公司规模已超100人，充满活力的团队，帅锅、萝莉等你哟。婚嫁是一个充满幸福瞬间的事业，而我们是一群相信技术并怀揣梦想的年轻人，当婚嫁行业遇上移动互联网，会诞生什么神奇的结果？——我们盼望着富有朝气的你一起来参与，你将获得用产品思维改造世界、为中国数百万新人服务的机会。怀着梦想的伙伴们，赶紧来加入我们吧！查看全部
41,橙子互动,深圳市橙子互动科技有限公司,1,18,3,C轮,2018,13000000,知名机构的A轮融资，挚金资本，众诚资本，如川投资，辰海资本，成立初期即获得知名机构的天使轮融资，清流资本，赛马资本，青松基金,假装情侣（We520）是一个脱单神器&情侣必备的移动社交应用，主打真人恋爱养成，通过30天的恋爱任务，让单身汪能在这里找到你的另一只汪，通过真心话大冒险、你画我猜、PK游戏快速提升你们之间的感情，深圳对对科技有限公司旗下产品。
50,秀蛋科技,深圳秀蛋科技有限公司,1,18,4,A轮,2018,11000000,青山资本，五岳资本,秀蛋团队由富有活力、积极创新、讲求合作的伙伴组成，这其中既有充满激情与抱负的创业海归，实力强劲的互联网大牛，技术狂热的极客分子，也有聪慧好学的互联网新秀。秀蛋团队强调高效沟通协作，并为团队成员量身打造任务目标，做到物尽其用，人尽其才。 秀蛋团队只为一个目标奋斗，那就是在这浮躁的移动互联网世界里，创造出全新颠覆性的虚拟视频社交 APP。 我们，只是一家年轻的公司，年轻、无惧、创新，坚持要走出一条自己独特的产品线； 我们，是别人眼中只能谈明天的公司，在巨头的环视下，用梦想扎根，努力成长壮大； 我们，是一群有冒险心的产品人，以用户体验为核心，用冒险来成就用户； 我们，是秀蛋科技。在寻找，还有梦想的你。 收起
125,小象互娱,深圳市小象互娱文化娱乐有限公司,1,18,5,A+轮,2018,185000000,辰海资本，中亚资本，青岳资本，刘谋，腾讯，刘谋PDD（领投），腾讯投资,小象互娱是一家网络直播内容制作公司，培养优质娱乐类和电竞类网络主播并且制作直播内容向娱乐直播平台、电竞直播平台进行输送。公司还组织策划娱乐综艺节目及电竞明星视频。
176,世讯信息科技,广州世讯信息科技有限公司,2,18,6,战略投资,2018,276000000,亦联资本，深圳城蓝资产，斗鱼TV，欢聚时代，微影资本，阿里巴巴，UC优视，阿里资本/阿里巴巴,Nonolive是一家针对东南亚市场的移动视频直播平台，平台上有数百名主播为海外用户提供了唱歌、舞蹈、挑战等泛娱乐内容。平台也根据海外的终端和网络环境进行了适配和优化，并用自行研发的高效率美颜算法，让低端手机在1Mbps低码率环境下实现高清美颜的直播。
238,简客相册,广州美人信息技术有限公司,2,18,7,A轮,2018,100000000,承泰信息，中南建设，众晖资本,简客是一个可以将音乐、心情、照片汇聚成相册的软件
304,赞赏信息,广州赞赏信息科技有限公司,2,18,8,A轮,2016,100000000,史努克，史努克创投，钜鑫资本，浙银钜鑫（杭州）资本管理有限公司，高榕资本，高榕资本领投，IDG机构，IDG资本,广州赞赏信息科技有限公司，品牌名称“微赞”。早期是一个基于微信的论坛项目，为微信公号粉丝提供在线互动交流的平台。项目成立之初便获得资本的追捧，并于2016年5月获得高榕资本领投、史努克（蓝标创投背景）跟投的1000万元天使轮融资，2017年1月获得IDG机构千万级的A轮融资。微赞致力于成为最好用的企业级微信营销工具（区别于微官网等基础微信系统），目前微赞已在微信直播/微信同城/微信论坛这三个领域里取得了行业领先的地位。微赞论坛致力于为品牌主打造最好的品牌与用户的互动SaaS社群经济工具。自2015年问世以来，已经成为微信生态内领先的社区类SaaS产品。目前微赞云社区已接入30万+微信公众号，日均UV已超过1000万，PV已达5000万，覆盖用户量达4亿之多，是当之无愧的行业翘楚。微赞直播是通过手机app录入或者摄影机录入视频，直接微信公众号里进行直播的微信直播解决方案。适用于20大行业场景，百万在线高清直播不卡顿。其有强大的营销推广功能，支持多终端全平台实时观看直播，多种互动方式，数据云端实时、安全存储。目前，微赞直播已拥有180万场直播经验，为5000万客户提供服务，其中不乏湖南卫视、阿里云等大客户，实乃企业必不可少的运营工具。微赞同城是基于微信平台开发出来的，集58同城、美团功能于一体的本地商务中心系统。本地商户中心的成功不仅是功能有多强大，更是它能给用户带来多大价值，给商户带来多大价值。这个价值的用户粘性的本质，是商户不断投入广告费的原因。查看全部
389,Yalla,深圳雅乐科技有限公司,1,18,9,B轮,2018,207000000,兰馨亚洲，弘帆资本，光照资本，弘帆投资，SIG海纳亚洲，SIG,Yalla是一个面向中东地区的语音直播平台，主播可以通过平台与听众连麦，聊天区域支持发送文字图片等内容，在直播过程中听众可以打赏、送红包，如果聊得投机，还可以开个“房间”私聊。
417,压寨网络,深圳思彤元亨科技有限公司,1,18,10,A轮,2018,33000000,德迅投资有限公司，李松，架桥投资，深圳市创新投资集团有限公司/深创投，深创投，中兴合创，曾李青，德迅投资,深圳压寨网络有限公司于2013年3月18日在深圳市市场监督管理局南山局登记成立。法定代表人王思翀，公司经营范围包括计算机软硬件，手机软件，动漫产品，游戏产品的技术开发与销售等。
491,云朗VSWITCH视频直播,深圳市云朗网络科技有限公司,1,18,11,B轮,2017,3000000,德迅投资有限公司，鼎泰华盛投资，源政投资杨向阳，架桥投资，德迅投资,云朗科技是一家视频智慧系统集成及解决方案的提供商，专注于视频数据摘要、视频智能分析、自动控制、数字化网络传输及3等技术开发，为用户提供视频浓缩摘要程序、视频图像检索程序产品，广泛应用于公安、金融、交通、能源、通信等领域。
23,0Glass,深圳增强现实技术有限公司,1,19,1,B轮,2018,63000000,第十区VRAR孵化基金，AR/VR满天星产业基金，明照资本，新基地，清研新一代3产业基金，铭道资本，三一集团明照资本，永柏资本，和君资本，领中资产，永元投资,0Glass是AR智能眼镜生产商，第一代AR眼镜0glass Pro开发者版已实现量产，能够根据客户场景，解决包括生产巡检的指导和监督，并帮助客户建立远程标准化作业系统，如远程传输数据，指导安装、维保、检修等，辅助装配、维修等；已经覆盖了电力、汽车、航空、军事等行业。第二代眼镜AR智能眼镜danny，已在2017年4月在德国汉诺威工博会展出。
28,思为科技,深圳思为科技有限公司,1,19,2,B轮,2019,106500000,芯邦科技，北京星河贸易有限公司，思为软件完成2500万的A轮融资，朗玛峰创投，芯邦，北极光创投，芯邦跟投，惠友资本，元始资本，安徽同创锦成，由朗玛峰领投，同创伟业,【公司简介】 深圳思为科技有限公司成立于2011年8月，总部坐落于设计之都深圳，在北京、上海、珠海、三亚、成都等均设有全资子公司。为开发商提供集展示、传播、大数据为一体的全场景营销工具。 产品形式含括iPad移动案场、微沙盘传播系统、超清大屏数字区位、思为知屋小程序、ICM智慧案场、思为智盒等，场景运用覆盖内场销售、外场拓展、渠道推介的全场景应用。作为房地产行业双线融合的流态营销开拓者，思为科技将单向的时间、固定的空间、任意的房间，在产品上变成可以无缝转换的三个因素。 成立至今，思为累计服务开放商超过300家，精品项目超过1500例。思为科技以推动房地产行业进步与变革为己任，持续为客户提供最优质的产品和服务，发展成为一流的房地产全场景体验式营销解决方案供应商。 企业官网：www.ideamake.cn 【福利待遇】 1、弹性工作制，午间休息睡到饱！ 2、绩效奖金激励，加薪不是梦！ 3、自由、开放、平等以及不断创新的互联网化工作文化氛围！ 4、帅哥美女多，要脱单的来了解一下！周末双休，脱完单还有时间可以去拍拍小拖！思为人是注重劳逸结合的思密达~~ 5、If you are a 人才，股票期权激励等你拿！【机智脸】
